canonical_index,cell_id,batch,class_id
44144,miblnbnh-1,s06A,5
44163,eepmcppi-1,s06A,5
44165,efafeoeb-1,s06A,5
44166,efaffnnc-1,s06A,5
44168,efagcbcg-1,s06A,5
44180,mjbigcia-1,s06A,5
44181,mjbjcclb-1,s06A,1
44189,mjblcafk-1,s06A,5
44205,eedcgofj-1,s06A,5
44207,efaajhem-1,s06A,5
44239,mjepiilo-1,s06A,3
44252,mjgcjkbh-1,s06A,3
44264,ohjhibei-1,s06A,2
44273,mjfkabim-1,s06A,0
44287,ohjiccmm-1,s06A,3
44289,efackdlo-1,s06A,6
44294,mjchdbjo-1,s06A,1
44295,mjchemei-1,s06A,0
44300,mjciijfc-1,s06A,3
44311,mjdafkne-1,s06A,2
44313,mjdaophc-1,s06A,2
44315,eecejcie-1,s06A,2
44320,eechkgpj-1,s06A,2
44341,mjclmnbe-1,s06A,2
44352,mjdfpdnn-1,s06A,0
44368,milaaeff-1,s06A,3
44384,milkopgo-1,s06A,2
44397,ohjfhahl-1,s06A,3
44402,effkmdie-1,s06A,1
44408,milipdjg-1,s06A,2
44416,milodkkn-1,s06A,1
44420,milpmfhd-1,s06A,5
44433,ohipobic-1,s06A,3
44450,miflkjkd-1,s06A,2
44457,migbafpm-1,s06A,2
44465,miljdpnj-1,s06A,2
44468,eeojimni-1,s06A,5
44475,eeomjclb-1,s06A,4
44480,miflfpdj-1,s06A,2
44483,miflneka-1,s06A,0
44485,migaldeo-1,s06A,5
44500,eeomcagc-1,s06A,1
44523,eekoglgi-1,s06A,2
44525,eekphido-1,s06A,6
44543,eelddcom-1,s06A,4
44545,eeldkndk-1,s06A,6
44547,eeleecml-1,s06A,4
44549,eelgpdec-1,s06A,4
44565,eelgbppi-1,s06A,1
44577,eelkogko-1,s06A,2
44583,eemdkflf-1,s06A,2
44587,migcfefe-1,s06A,0
44588,migcfhhm-1,s06A,2
44599,eelnleab-1,s06A,2
44620,migeafie-1,s06A,0
44634,mihcaebm-1,s06A,3
44643,mihgljml-1,s06A,3
44644,mihhkilb-1,s06A,5
44646,migeemeb-1,s06A,4
44658,miggjcpe-1,s06A,4
44667,migijjlh-1,s06A,3
44670,migkihgm-1,s06A,1
44674,mihalpop-1,s06A,0
44676,mihbecmn-1,s06A,0
44686,mjldnkoc-1,s06A,0
44700,mjlclcjf-1,s06A,0
44725,mjldbfjo-1,s06A,2
44729,eeanakhf-1,s06A,6
44747,mjkkoegg-1,s06A,0
44773,mjipfejp-1,s06A,5
44779,mjjaokjc-1,s06A,1
44791,mjjcbakm-1,s06A,5
44792,mjjckglb-1,s06A,5
44808,mjjgbhho-1,s06A,5
44814,eeaikbeh-1,s06A,5
44879,efcpifid-1,s06A,1
44888,mimhiima-1,s06A,0
44890,mimionjb-1,s06A,2
44891,mimkfodg-1,s06A,3
44913,efcooaia-1,s06A,5
44950,efdcabdl-1,s06A,0
44973,efemmfpc-1,s06A,0
44975,efgbknpa-1,s06A,2
45003,mjaadnka-1,s06A,6
45018,ohjdeibm-1,s06A,3
45019,ohjdhcmo-1,s06A,3
45027,effobmph-1,s06A,5
45031,migbonlo-1,s06A,1
45035,mipdonag-1,s06A,2
45039,mipphagd-1,s06A,6
45043,mjaapofk-1,s06A,2
45044,mjabdhjm-1,s06A,0
45055,eenhjicc-1,s06A,2
45057,eeniihgc-1,s06A,6
45059,eenjhndg-1,s06A,5
45066,mipbhaig-1,s06A,1
45069,mipdcdpa-1,s06A,0
45071,mipecjpk-1,s06A,2
45075,ohjcbigi-1,s06A,3
45091,eenmbljn-1,s06A,3
45094,mifpignh-1,s06A,1
45095,mifpjena-1,s06A,0
45105,eeoalnpj-1,s06A,6
45107,mipadphg-1,s06A,0
45110,eenngonc-1,s06A,4
45116,mindfjlg-1,s06A,5
45137,eenobacc-1,s06A,0
45157,eendaedg-1,s06A,1
45165,eenbmdab-1,s06A,6
45166,migdlpfj-1,s06A,1
45176,eemmbooo-1,s06A,1
45229,eefmffpp-1,s06A,3
45233,eebhnpdl-1,s06A,5
45248,eebdfedj-1,s06A,1
45257,egfepnfi-1,s06A,6
45267,eeaphjdd-1,s06A,6
45271,eebfklbc-1,s06A,6
45284,eebbeojo-1,s06A,5
45288,egdkjofa-1,s06A,5
45292,mjkdbjek-1,s06A,5
45296,mjkdjhcb-1,s06A,1
45318,mjkpjmke-1,s06A,0
45320,mjlacefm-1,s06A,4
45336,eepbobbe-1,s06A,5
45342,eepiibpe-1,s06A,5
45349,egdkbijg-1,s06A,1
45354,mjkafigb-1,s06A,0
45356,mjkamgcd-1,s06A,2
45373,eepaldfn-1,s06A,2
45374,eepanngl-1,s06A,4
45382,eepfkncl-1,s06A,5
45394,eepjbmkc-1,s06A,5
45397,eepjkkfb-1,s06A,5
45399,eepjpmcc-1,s06A,2
45408,egdigche-1,s06A,2
45410,egdihkkg-1,s06A,2
45441,minabdmd-1,s06A,2
45442,minabing-1,s06A,5
45444,minafmlc-1,s06A,5
45449,mjkaecnf-1,s06A,5
45456,eephllpb-1,s06A,6
45488,egcmffmi-1,s06A,6
45491,mjbbchld-1,s06A,0
45499,efgnehbh-1,s06A,6
45516,efnnjfap-1,s06A,6
45532,ohjcnkko-1,s06A,3
45572,mjachfom-1,s06A,0
45581,efenohdc-1,s06A,6
45591,miokefdh-1,s06A,0
45597,mipgodkk-1,s06A,2
45602,efejfncb-1,s06A,3
45612,efemcgcn-1,s06A,0
45614,efemdafe-1,s06A,5
45615,efemdipo-1,s06A,5
45626,egacjcib-1,s06A,3
45629,miogllhe-1,s06A,1
45634,miohpglj-1,s06A,1
45648,mioolnlb-1,s06A,3
45721,minjkamh-1,s06A,0
45731,efdnoeil-1,s06A,0
45733,efokakme-1,s06A,1
45743,mioacnfa-1,s06A,4
45764,egfcojfh-1,s06A,5
45766,egfdhica-1,s06A,4
45769,mjmbnbmo-1,s06A,1
45773,egeojaca-1,s06A,1
45774,egfbkilk-1,s06A,6
45775,mjlkifjf-1,s06A,0
45815,mjlhchhb-1,s06A,1
45816,mjlhcpki-1,s06A,0
45818,mjljdmjo-1,s06A,5
45829,egdjjpoh-1,s06A,5
45835,egecpaej-1,s06A,1
45848,mjkeaogi-1,s06A,4
45868,mjlhppco-1,s06A,1
45887,egdbdlof-1,s06A,5
45896,egeedhkk-1,s06A,5
45908,egegcldb-1,s06A,5
45923,egekedjc-1,s06A,5
45938,mjkeiken-1,s06A,5
45953,mjkihomf-1,s06A,1
45969,egdhbnim-1,s06A,1
45972,egdhhhld-1,s06A,5
45973,egdhioco-1,s06A,2
45979,mimdhnfj-1,s06A,3
46009,egdodaef-1,s06A,6
46014,mjjkckck-1,s06A,0
46016,mjjohaeh-1,s06A,0
46032,egbmfnfk-1,s06A,6
46040,egcanbck-1,s06A,0
46044,egcolbnd-1,s06A,0
46061,miplnmbl-1,s06A,0
46062,mipmnfeh-1,s06A,0
46071,mipmihgk-1,s06A,2
46075,efnlmhne-1,s06A,6
46077,efnmmpmc-1,s06A,6
46086,nmgchjoo-1,s06A,2
46100,egakcadm-1,s06A,5
46110,egbbbjjh-1,s06A,5
46113,egbblipb-1,s06A,1
46126,mipgkdak-1,s06A,0
46130,nmepfogl-1,s06A,0
46134,nmepmdnd-1,s06A,1
46137,nmfaanac-1,s06A,0
46149,nmfdcgod-1,s06A,4
46150,nmfddaln-1,s06A,5
46154,nmfdmafi-1,s06A,5
46156,nmfehlfh-1,s06A,5
46159,nmgaloan-1,s06A,2
46170,nmgfiekp-1,s06A,2
46179,egabaifg-1,s06A,5
46192,egalhlkm-1,s06A,6
46200,eganiabn-1,s06A,5
46205,nmfcllfn-1,s06A,0
46237,nmgbibap-1,s06A,3
46239,nmgbmedh-1,s06A,2
46242,oijifjom-1,s06A,3
46247,egadegpc-1,s06A,4
46257,nmfkfgal-1,s06A,1
46258,efplablg-1,s06A,2
46265,nmfhhlpk-1,s06A,0
46268,nmfhlcll-1,s06A,0
46269,nmfhmjka-1,s06A,3
46280,efppnked-1,s06A,0
46289,minedogi-1,s06A,1
46294,efoccmkn-1,s06A,6
46295,efoenpjg-1,s06A,6
46307,mineobne-1,s06A,2
46312,efoegccf-1,s06A,5
46319,efolhlhb-1,s06A,6
46327,efochnfk-1,s06A,6
46336,efojlmed-1,s06A,1
46343,mingddcd-1,s06A,0
46364,nkhmbifb-1,s06A,3
46368,nkinmkfa-1,s06A,1
46380,egenjoko-1,s06A,2
46391,nkjdambe-1,s06A,4
46394,nkjdihfm-1,s06A,1
46402,nkjfemjo-1,s06A,2
46409,egelkkmp-1,s06A,2
46412,egfhhmfa-1,s06A,5
46420,nkicjdkp-1,s06A,4
46449,nkfchhbh-1,s06A,2
46468,egehlfjm-1,s06A,5
46472,egfkfjok-1,s06A,5
46499,nkepphem-1,s06A,5
46503,nkfanbpn-1,s06A,2
46518,nkfjhebg-1,s06A,5
46523,nkgkbdga-1,s06A,2
46533,nkhfmndn-1,s06A,5
46562,eflgakgd-1,s06A,5
46572,egfkahpe-1,s06A,5
46577,nkfdkjfe-1,s06A,0
46640,egdembdd-1,s06A,5
46648,nkffmdme-1,s06A,0
46655,nmdalonk-1,s06A,2
46663,nmdgmknh-1,s06A,1
46672,nmhckbmn-1,s06A,5
46673,nmhckkda-1,s06A,2
46680,nkfgcacp-1,s06A,2
46697,nmgphfdo-1,s06A,2
46706,eflcdkin-1,s06A,6
46709,efnakhmh-1,s06A,6
46713,efncikeh-1,s06A,0
46723,nmgmjljm-1,s06A,0
46737,nmgnfhgn-1,s06A,1
46746,efndjjdo-1,s06A,6
46758,egbacnnk-1,s06A,0
46761,nmgnmmdb-1,s06A,0
46794,efmpbhkn-1,s06A,5
46799,efmpopbe-1,s06A,5
46808,egbeefdi-1,s06A,5
46850,nmfggagk-1,s06A,1
46857,efmmgoin-1,s06A,5
46870,egagkjhg-1,s06A,5
46878,egajebhe-1,s06A,4
46892,nmfmaapg-1,s06A,4
46899,nmfpfjgh-1,s06A,3
46917,nmemiopn-1,s06A,5
46923,efmcpnco-1,s06A,6
46925,efmdlnhe-1,s06A,6
46931,efppglol-1,s06A,6
46932,efppocaj-1,s06A,6
46940,nmelpkaf-1,s06A,0
46945,efmcbjbc-1,s06A,5
46946,efmddinh-1,s06A,6
46954,efloboie-1,s06A,6
46969,nmhojjpi-1,s06A,2
46971,efljbcie-1,s06A,6
46991,nmekakpa-1,s06A,1
46992,nmhiajje-1,s06A,1
47001,efohbhnb-1,s06A,5
47010,nmeefjfn-1,s06A,0
47016,nmehnfdc-1,s06A,4
47018,nmeijmkn-1,s06A,0
47025,ecobofib-1,s06A,5
47026,ecobolbe-1,s06A,2
47029,edcanfgl-1,s06A,6
47054,nkhopbom-1,s06A,1
47058,nkhpjppc-1,s06A,5
47059,nkhplpeo-1,s06A,1
47068,edbnlijd-1,s06A,6
47077,nkhofmoa-1,s06A,0
47079,nkhohddi-1,s06A,1
47088,nkigiiop-1,s06A,1
47090,nkigkpod-1,s06A,0
47091,nkihcneo-1,s06A,4
47093,nkiheonm-1,s06A,1
47102,edcohhbp-1,s06A,1
47108,nkidgjml-1,s06A,1
47127,eddcpokf-1,s06A,5
47128,edddaial-1,s06A,5
47133,edefdalf-1,s06A,2
47137,edeifojb-1,s06A,1
47155,nkhblepk-1,s06A,5
47158,nkhcdgkj-1,s06A,1
47188,ahepalbd-1,s06A,5
47190,ahepcbjb-1,s06A,1
47193,edebjhhd-1,s06A,2
47207,edeejgbc-1,s06A,5
47215,edegehnb-1,s06A,5
47235,nkgnfjde-1,s06A,4
47237,nkgnjdpm-1,s06A,2
47246,nkhdlghl-1,s06A,5
47247,nkhdmdbg-1,s06A,1
47273,oijgnlml-1,s06A,1
47276,edecnikd-1,s06A,5
47289,edfojmlb-1,s06A,2
47294,nmcneeoc-1,s06A,5
47298,nmcphece-1,s06A,0
47299,nmcpjcgm-1,s06A,1
47302,nmdckdje-1,s06A,0
47318,nmdhnppe-1,s06A,3
47330,nmmicofb-1,s06A,5
47335,edenfbla-1,s06A,6
47349,edfbjpig-1,s06A,6
47354,nmmlcaln-1,s06A,2
47358,ebpjegkf-1,s06A,6
47373,ebpofbcm-1,s06A,6
47384,ebpkpagl-1,s06A,6
47396,nnciemme-1,s06A,0
47406,nnclmdja-1,s06A,6
47409,ecalofao-1,s06A,6
47411,nmpcegmh-1,s06A,5
47426,ecahgmai-1,s06A,2
47430,ecbhlmlm-1,s06A,6
47436,ecaijddd-1,s06A,5
47457,nmpfclam-1,s06A,0
47461,ecapdooc-1,s06A,6
47473,nmomleol-1,s06A,1
47482,nmonmcpe-1,s06A,0
47500,nmonglbp-1,s06A,2
47526,eccokgnk-1,s06A,1
47527,eccokhnp-1,s06A,6
47547,nmhngdgn-1,s06A,2
47548,nmhnmefa-1,s06A,1
47552,nmipckoo-1,s06A,4
47554,eccjicgm-1,s06A,5
47583,nkimhnpe-1,s06A,2
47586,nljoomaj-1,s06A,1
47621,nkfonamk-1,s06A,1
47634,eddbkgdc-1,s06A,0
47640,nipldeib-1,s06A,2
47652,nkfpehgd-1,s06A,2
47658,nkgbdabi-1,s06A,1
47661,aheppadj-1,s06A,5
47664,aheppnjh-1,s06A,5
47668,edejckfl-1,s06A,5
47671,edekehgf-1,s06A,1
47672,edekfbnb-1,s06A,6
47690,njaahdjb-1,s06A,1
47694,njadfoeo-1,s06A,6
47695,njadgbkd-1,s06A,0
47715,nkgijjfp-1,s06A,0
47736,edfhoecl-1,s06A,5
47757,edhplmfb-1,s06A,1
47759,edicacmd-1,s06A,5
47764,edifnbod-1,s06A,5
47781,ediigppm-1,s06A,5
47795,nkgfdhmb-1,s06A,5
47809,nmdkkfel-1,s06A,5
47839,edhpolng-1,s06A,1
47854,nmmmfjhe-1,s06A,3
47858,nmmpggli-1,s06A,0
47872,edjeffep-1,s06A,6
47893,nnbjdnlc-1,s06A,2
47900,nnbjhcja-1,s06A,0
47909,nnblciij-1,s06A,1
47912,eckkchgj-1,s06A,6
47924,nnbmkcgo-1,s06A,0
47927,nncaghgd-1,s06A,0
47934,ecalgjgp-1,s06A,5
47935,ecalkfog-1,s06A,6
47943,njgnamdf-1,s06A,1
47946,njgobbka-1,s06A,5
47947,nnbnjcol-1,s06A,1
47950,nnbokbkm-1,s06A,5
47956,nnbpleem-1,s06A,2
47965,nncfbjea-1,s06A,2
47971,ecakplci-1,s06A,1
47983,nncbkncp-1,s06A,0
47992,ecbnmgol-1,s06A,5
48001,nmpapmfo-1,s06A,2
48009,njghnobg-1,s06A,2
48018,ecbgnfdl-1,s06A,2
48022,echnffll-1,s06A,6
48027,oijmhbhb-1,s06A,2
48037,nmigcdgb-1,s06A,1
48057,nmjndhbd-1,s06A,1
48058,eccbliko-1,s06A,6
48062,eccplhgi-1,s06A,6
48089,nmjanomd-1,s06A,4
48091,nmjfocbc-1,s06A,4
48106,ecibdoni-1,s06A,1
48107,nmiijifk-1,s06A,1
48119,nmjglafl-1,s06A,1
48126,nljjjodc-1,s06A,2
48133,eddlpipa-1,s06A,5
48143,nljmecdm-1,s06A,1
48149,nljnaepc-1,s06A,1
48150,nljncidh-1,s06A,1
48155,nljplioe-1,s06A,1
48167,nlkcednk-1,s06A,5
48172,oijanmjm-1,s06A,3
48174,edhfgbak-1,s06A,6
48176,edhfknkd-1,s06A,2
48181,edhhfldi-1,s06A,5
48208,edhljlec-1,s06A,2
48246,edcjgkhp-1,s06A,6
48272,njabpbmi-1,s06A,1
48279,njadhfmi-1,s06A,0
48305,edidccdm-1,s06A,5
48307,edidcnng-1,s06A,5
48310,edidgfao-1,s06A,5
48316,edidndjg-1,s06A,5
48329,edmhkhnf-1,s06A,1
48339,edmjeclh-1,s06A,3
48348,njagnmgp-1,s06A,1
48354,njdcmakn-1,s06A,5
48363,njdecfjm-1,s06A,1
48364,njdeeblb-1,s06A,4
48369,njdepgmi-1,s06A,5
48370,njdfebea-1,s06A,5
48388,njdleihc-1,s06A,5
48393,njdmfcfc-1,s06A,5
48395,njdmhaba-1,s06A,5
48401,njebekke-1,s06A,3
48412,edjfkjpp-1,s06A,5
48428,njdjepna-1,s06A,2
48431,njdmiggc-1,s06A,5
48447,njkhbohf-1,s06A,0
48448,njkhdfik-1,s06A,3
48451,edipffff-1,s06A,6
48462,ediimogc-1,s06A,6
48468,edjdgfgc-1,s06A,6
48479,edjlglfn-1,s06A,6
48482,edjmhcco-1,s06A,6
48508,njfmnemh-1,s06A,0
48518,eckhjpjf-1,s06A,5
48523,njgcbckm-1,s06A,2
48545,ecgigfep-1,s06A,0
48550,ecgioljd-1,s06A,5
48563,ecjffeoa-1,s06A,5
48567,eckghcmc-1,s06A,5
48577,njfopmcg-1,s06A,0
48589,njgehfcl-1,s06A,5
48597,njgokpdg-1,s06A,2
48638,ecjdkpjh-1,s06A,6
48649,echmpgdk-1,s06A,1
48660,njgilhpc-1,s06A,5
48670,ecjbllol-1,s06A,4
48682,nmihhnnn-1,s06A,5
48687,nmmchfed-1,s06A,1
48702,nmhpmnjn-1,s06A,0
48713,nmmcemne-1,s06A,0
48720,echkkfge-1,s06A,5
48727,ecibppjf-1,s06A,5
48772,nmkffnlc-1,s06A,0
48786,echajpja-1,s06A,5
48804,echejfle-1,s06A,5
48807,echhbfji-1,s06A,5
48819,ecidmacb-1,s06A,1
48826,ecienfib-1,s06A,2
48843,nmjibbcc-1,s06A,5
48853,nmjkfcoi-1,s06A,5
48863,nmjmindc-1,s06A,1
48869,nmkaeikj-1,s06A,1
48874,echfkgia-1,s06A,2
48882,nmjdejkf-1,s06A,2
48890,nmjjgdlf-1,s06A,3
48900,nljaefpb-1,s06A,5
48908,edgbahdl-1,s06A,5
48921,edgfbifc-1,s06A,5
48922,edgfbjfn-1,s06A,5
48932,nliigkam-1,s06A,0
48939,nlinkfbg-1,s06A,2
48951,eddlhfmc-1,s06A,5
48969,nlikfhlk-1,s06A,6
48974,nlimhocg-1,s06A,1
48977,edhhhadm-1,s06A,6
48984,njccnnko-1,s06A,2
48986,edgledlk-1,s06A,5
48987,edglmhkk-1,s06A,4
49009,ahfbpppa-1,s06A,5
49027,njceagnf-1,s06A,1
49039,edjgcajk-1,s06A,5
49043,edloobfa-1,s06A,5
49046,edlpfmhc-1,s06A,1
49069,njbjmmdl-1,s06A,3
49072,njbkmhoa-1,s06A,5
49089,njbnpbap-1,s06A,0
49103,njcggppf-1,s06A,1
49127,edmdjlka-1,s06A,0
49162,njbghlpn-1,s06A,2
49168,njbhamgd-1,s06A,5
49176,njbhhbnp-1,s06A,4
49179,njbhioej-1,s06A,4
49181,njbhlbfl-1,s06A,1
49189,njbioiae-1,s06A,0
49196,njboblak-1,s06A,2
49203,njdpcmcp-1,s06A,2
49210,njebbkcn-1,s06A,5
49214,njhhckic-1,s06A,4
49226,edmfkbed-1,s06A,6
49233,njeblhgn-1,s06A,0
49243,njhmfjep-1,s06A,0
49252,njjihjfg-1,s06A,0
49261,njjmjoip-1,s06A,6
49268,edkeolgp-1,s06A,6
49292,edkgbidl-1,s06A,6
49303,edkgeida-1,s06A,6
49308,njiofkio-1,s06A,6
49315,edkjeefp-1,s06A,2
49342,edkllcoj-1,s06A,5
49346,edkmgkim-1,s06A,5
49347,edkmhgpi-1,s06A,0
49353,njgbhjdk-1,s06A,6
49358,njgconmb-1,s06A,2
49363,njieaeaf-1,s06A,1
49369,njiffobg-1,s06A,5
49380,ecgjgbcg-1,s06A,5
49392,edklnggf-1,s06A,5
49394,edkmoemi-1,s06A,5
49433,njicdpji-1,s06A,5
49446,ecdfcgod-1,s06A,0
49450,ecdkoikl-1,s06A,2
49453,ecdmmhkc-1,s06A,6
49490,nmlmabld-1,s06A,1
49495,nmlmphod-1,s06A,1
49502,nmmemfmd-1,s06A,0
49510,nmmhahka-1,s06A,4
49512,nmmholpa-1,s06A,5
49519,ecjdabmk-1,s06A,4
49531,nmmaaefk-1,s06A,1
49542,ecefojig-1,s06A,5
49561,ecfcfdkh-1,s06A,5
49574,echkcaka-1,s06A,5
49581,ecjcekln-1,s06A,3
49591,nmkegdgo-1,s06A,4
49604,nmlkkjgl-1,s06A,1
49613,eceijaio-1,s06A,5
49635,ecemmjdk-1,s06A,5
49640,eceodpph-1,s06A,5
49641,eceoipbj-1,s06A,5
49643,eceondbe-1,s06A,0
49644,ecepapbe-1,s06A,5
49654,ecfbdbah-1,s06A,5
49683,ecfhcilb-1,s06A,5
49694,echiifaf-1,s06A,5
49752,nmlgfifa-1,s06A,2
49759,nmlheacj-1,s06A,0
49761,nmlhihfn-1,s06A,0
49763,oijldabp-1,s06A,3
49772,nliplaoa-1,s06A,2
49801,nlicbjek-1,s06A,5
49805,nligaedj-1,s06A,0
49807,nligkfpf-1,s06A,2
49828,ahobpbkk-1,s06A,1
49834,edghcgji-1,s06A,5
49839,edgmndec-1,s06A,6
49857,edgnfgae-1,s06A,6
49885,njcnnklm-1,s06A,0
49890,njcoebaf-1,s06A,0
49902,njdabgfc-1,s06A,3
49905,njdadpkm-1,s06A,1
49912,nldkeifg-1,s06A,4
49924,njckgcgm-1,s06A,1
49942,edgjddic-1,s06A,6
49965,njamkfln-1,s06A,5
49977,njcfljpn-1,s06A,1
49991,ahgepbae-1,s06A,5
49992,ahgfcmon-1,s06A,5
49998,ahgicgif-1,s06A,5
50004,edmjhijf-1,s06A,5
50005,edmjkkib-1,s06A,5
50007,edmjlmne-1,s06A,5
50019,edncmkko-1,s06A,5
50022,edndcgdg-1,s06A,5
50028,njancigj-1,s06A,1
50044,njaphllb-1,s06A,1
50045,njapjicj-1,s06A,0
50049,njbanlog-1,s06A,5
50055,njbcbbfo-1,s06A,4
50061,njbfdaap-1,s06A,5
50063,njhihbol-1,s06A,4
50072,njjnlijc-1,s06A,2
50078,nkciijjn-1,s06A,4
50089,ahggnelc-1,s06A,5
50094,ahghlipm-1,s06A,2
50097,ahgihdbl-1,s06A,5
50102,ahgkfcpj-1,s06A,4
50105,edmkjpdd-1,s06A,6
50126,njbacndi-1,s06A,2
50136,njipbhfj-1,s06A,2
50143,njjaglpg-1,s06A,5
50144,njjahlla-1,s06A,1
50161,njjpolpd-1,s06A,3
50168,njkakjon-1,s06A,3
50199,njjddfog-1,s06A,0
50204,njjpfapa-1,s06A,4
50224,edmmeefm-1,s06A,2
50232,njeheplh-1,s06A,4
50246,njpkbjkh-1,s06A,5
50251,edlmihna-1,s06A,5
50256,njfinghc-1,s06A,1
50275,njfmhnmg-1,s06A,3
50277,njigldob-1,s06A,1
50279,ahfjdhje-1,s06A,6
50291,edlljbgg-1,s06A,6
50312,njfbchpk-1,s06A,1
50327,agpnmokf-1,s06A,5
50337,njelackd-1,s06A,1
50340,njfanifa-1,s06A,1
50347,njfdcigp-1,s06A,0
50349,njimplkc-1,s06A,6
50353,oiiiglnc-1,s06A,3
50359,agpkniph-1,s06A,4
50368,edlcphlc-1,s06A,5
50376,edljbegn-1,s06A,4
50387,njfcaahb-1,s06A,5
50390,njfclkfe-1,s06A,3
50422,ahbdkbho-1,s06A,5
50435,njejjoda-1,s06A,2
50441,ahbhimjh-1,s06A,6
50454,njjbceoc-1,s06A,1
50472,nnbeikmn-1,s06A,1
50474,nnbgobel-1,s06A,1
50484,nmkdeckg-1,s06A,4
50514,ecfkbcjd-1,s06A,5
50523,ecfolemd-1,s06A,4
50530,nmkpggfg-1,s06A,5
50534,nmlafkgm-1,s06A,0
50547,nmldjalk-1,s06A,0
50561,nnaikmfp-1,s06A,0
50565,nnbgoifb-1,s06A,1
50588,ahajccom-1,s06A,5
50601,ecdoiaja-1,s06A,5
50604,ecdpagmk-1,s06A,5
50605,ecdpegii-1,s06A,5
50607,ecdpilkc-1,s06A,5
50643,nmkgegeb-1,s06A,2
50654,nmkmnplh-1,s06A,0
50656,nmkmpflp-1,s06A,5
50664,nmobffhc-1,s06A,1
50669,ahafjgid-1,s06A,5
50671,ahafjjin-1,s06A,3
50690,nmkglbjd-1,s06A,1
50696,nmkhbhkf-1,s06A,2
50707,nmkjfkmc-1,s06A,5
50711,nmobpcin-1,s06A,5
50719,nlpbbghm-1,s06A,0
50722,nlpdaoja-1,s06A,2
50730,nlpgodhn-1,s06A,2
50731,nlpgplme-1,s06A,0
50749,nlegdkhn-1,s06A,2
50750,nlegidel-1,s06A,0
50753,nlegopbp-1,s06A,1
50755,nlehaifn-1,s06A,1
50757,nlehlabd-1,s06A,6
50784,nleohpgd-1,s06A,1
50804,nlenjpip-1,s06A,1
50829,agpdgglk-1,s06A,5
50835,ahejbaee-1,s06A,5
50850,njkpdnam-1,s06A,1
50857,njlbcllc-1,s06A,2
50863,njlcgjep-1,s06A,1
50901,njlknchm-1,s06A,1
50907,njmckkpj-1,s06A,0
50919,agopbmdh-1,s06A,6
50928,njlpapcc-1,s06A,1
50936,njmaohaf-1,s06A,1
50948,njmeaakc-1,s06A,2
50975,ahgfbjmg-1,s06A,5
50980,ahgfglml-1,s06A,5
51010,nkchhmeo-1,s06A,5
51032,nkclofil-1,s06A,3
51041,nkcnefbg-1,s06A,0
51045,agnoedbd-1,s06A,5
51055,agohfloh-1,s06A,5
51064,njohbfol-1,s06A,4
51084,nkabihih-1,s06A,0
51095,nkaddbfo-1,s06A,5
51101,nkagabib-1,s06A,5
51122,nkajbcgm-1,s06A,3
51126,oiiiffja-1,s06A,4
51134,ahflnjjl-1,s06A,2
51142,njpbhlmc-1,s06A,1
51162,njpmmien-1,s06A,2
51171,agoaimek-1,s06A,2
51179,ahfpemhl-1,s06A,5
51186,ahgbjnpi-1,s06A,5
51199,njefgmep-1,s06A,3
51200,njefhino-1,s06A,5
51219,ahbogmih-1,s06A,5
51243,ahgcbkom-1,s06A,5
51273,njfgehcj-1,s06A,1
51278,njfgmcop-1,s06A,1
51283,njncahbf-1,s06A,0
51298,nkaaiokd-1,s06A,1
51299,nkaakifa-1,s06A,1
51303,ahbmppch-1,s06A,5
51317,ahboinai-1,s06A,5
51332,ahecfphh-1,s06A,1
51333,ahecgpdo-1,s06A,5
51334,ahechpio-1,s06A,2
51337,ahegbnpa-1,s06A,5
51339,ahehbigc-1,s06A,1
51375,njofikna-1,s06A,1
51382,njpimhjl-1,s06A,2
51386,agpejpng-1,s06A,5
51407,ahdgfnmc-1,s06A,0
51410,ahedgolf-1,s06A,5
51416,aheekiia-1,s06A,5
51417,aheepfdh-1,s06A,5
51419,ahegilhg-1,s06A,5
51420,ahehcijk-1,s06A,5
51425,ahehkken-1,s06A,5
51431,ahehnjod-1,s06A,5
51437,njnoicmi-1,s06A,1
51445,njoadbop-1,s06A,5
51486,njphbmnj-1,s06A,5
51491,agpekkji-1,s06A,5
51493,agpmmafc-1,s06A,5
51501,ahdplnlj-1,s06A,5
51506,njnjjpka-1,s06A,0
51514,njpeibep-1,s06A,2
51515,njpejdhn-1,s06A,5
51521,oiihmcho-1,s06A,5
51524,ahbeklna-1,s06A,5
51525,ahdlcbjm-1,s06A,2
51537,ahddbcdp-1,s06A,6
51581,ahcpcada-1,s06A,5
51583,ahddplja-1,s06A,5
51596,nnajehbd-1,s06A,0
51605,nnbfjmja-1,s06A,0
51632,ahcfifhk-1,s06A,5
51638,ahcfmbon-1,s06A,5
51646,nmnepfeh-1,s06A,5
51670,nmnlelpm-1,s06A,1
51672,nmnlgbeo-1,s06A,5
51677,nmofhpkb-1,s06A,5
51685,nmojmfei-1,s06A,5
51688,nnbbkhan-1,s06A,2
51690,nnbbkoce-1,s06A,0
51694,nnbcdkim-1,s06A,5
51706,ahaejcik-1,s06A,5
51714,ahagechf-1,s06A,5
51715,ahagibho-1,s06A,5
51718,ahakeiab-1,s06A,5
51719,ahanlmil-1,s06A,5
51725,ahcepibg-1,s06A,5
51727,ahcfbkac-1,s06A,5
51729,ahcffeeg-1,s06A,1
51735,nmnmebch-1,s06A,2
